"";"rt";"subject";"condition";"condition_code";"measure";"measure_code";"val";"type";"type_specific";"category";"cs_selected";"target";"nr_pres";"response"
"55335";429,550000000745;"sd69585ngp";"one_one";"1";"direct_first";"1";"pos";"CS";"CS";"2";"2/CS10";"26";8;1
"55339";545,679999981076;"sd69585ngp";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"4";"4/CS5";"42";9;1
"55343";503,365000011399;"sd69585ngp";"one_one";"1";"direct_first";"1";"neg";"CS";"CS";"3";"3/CS5";"11";10;0
"55347";761,214999947697;"sd69585ngp";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"4";"4/CS7";"5";11;0
"55351";496,384999947622;"sd69585ngp";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"4";"4/CS6";"17";12;1
"55355";475,869999965653;"sd69585ngp";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"2";"2/CS8";"12";13;1
"55359";562,434999970719;"sd69585ngp";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"3";"3/CS9";"47";14;0
"55363";544,815000146627;"sd69585ngp";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"3";"3/CS1";"10";15;0
"55368";1646,89500001259;"sd69585ngp";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"3";"3/GS3";"22";16;1
"55372";386,059999931604;"sd69585ngp";"one_one";"1";"direct_first";"1";"pos";"GS";"abstract";"4";"4/lin";"36";17;1
"55376";265,679999953136;"sd69585ngp";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"4";"4/GS3";"20";18;1
"55380";352,059999946505;"sd69585ngp";"one_one";"1";"direct_first";"1";"neg";"GS";"abstract";"3";"3/wang";"8";19;0
"55384";594,68000009656;"sd69585ngp";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"2";"2/GS1";"14";20;1
"55388";359,154999954626;"sd69585ngp";"one_one";"1";"direct_first";"1";"neg";"GS";"abstract";"1";"1/ma";"48";21;1
"55392";360,974999843165;"sd69585ngp";"one_one";"1";"direct_first";"1";"pos";"GS";"abstract";"2";"2/men";"43";22;1
"55396";217,509999871254;"sd69585ngp";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"1";"1/GS3";"1";23;1
"55400";246,129999868572;"sd69585ngp";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"4";"4/GS2";"44";24;1
"55404";630,444999784231;"sd69585ngp";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"4";"4/GS1";"4";25;1
"55408";430,049999849871;"sd69585ngp";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"3";"3/GS1";"37";26;0
"55412";588,685000082478;"sd69585ngp";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"1";"1/GS1";"46";27;0
"55416";440,21000014618;"sd69585ngp";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"2";"2/GS2";"25";28;1
"55420";565,279999980703;"sd69585ngp";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"3";"3/GS2";"15";29;1
"55424";256,985000101849;"sd69585ngp";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"2";"2/GS3";"23";30;1
"55428";429,315000073984;"sd69585ngp";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"1";"1/GS2";"9";31;1
"55562";1670,68999999901;"sg33rsrnhp";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"3";"3/CS5";"44";0;0
"55566";1694,9349999777;"sg33rsrnhp";"one_one";"1";"direct_first";"1";"pos";"CS";"CS";"1";"1/CS7";"21";1;1
"55570";1803,14500001259;"sg33rsrnhp";"one_one";"1";"direct_first";"1";"neg";"CS";"CS";"2";"2/CS3";"17";2;1
"55574";645,844999991823;"sg33rsrnhp";"one_one";"1";"direct_first";"1";"pos";"CS";"CS";"4";"4/CS6";"4";3;0
"55578";747,189999965485;"sg33rsrnhp";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"2";"2/CS8";"24";4;0
"55582";1183,51000000257;"sg33rsrnhp";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"2";"2/CS1";"34";5;1
"55586";1195,01000002492;"sg33rsrnhp";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"3";"3/CS7";"12";6;1
"55590";1301,3299999875;"sg33rsrnhp";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"3";"3/CS6";"27";7;0
"55594";844,770000025164;"sg33rsrnhp";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"1";"1/CS9";"10";8;1
"55598";989,854999992531;"sg33rsrnhp";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"4";"4/CS1";"6";9;1
"55602";2016,62499998929;"sg33rsrnhp";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"2";"2/CS6";"33";10;1
"55606";1353,38499996578;"sg33rsrnhp";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"4";"4/CS7";"29";11;1
"55610";1108,63999999128;"sg33rsrnhp";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"1";"1/CS10";"2";12;0
"55614";1108,17000002135;"sg33rsrnhp";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"4";"4/CS8";"26";13;1
"55618";881,699999968987;"sg33rsrnhp";"one_one";"1";"direct_first";"1";"neg";"CS";"CS";"3";"3/CS10";"42";14;0
"55622";1189,06000000425;"sg33rsrnhp";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"1";"1/CS1";"40";15;0
"55627";1379,13000001572;"sg33rsrnhp";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"1";"1/GS1";"20";16;1
"55631";1026,27999999095;"sg33rsrnhp";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"3";"3/GS3";"45";17;1
"55635";1502,77500000084;"sg33rsrnhp";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"4";"4/GS3";"1";18;0
"55639";799,769999983255;"sg33rsrnhp";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"1";"1/GS2";"14";19;0
"55643";1278,90499995556;"sg33rsrnhp";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"2";"2/GS1";"22";20;1
"55647";1141,04499999667;"sg33rsrnhp";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"3";"3/GS2";"37";21;1
"55651";753,735000034794;"sg33rsrnhp";"one_one";"1";"direct_first";"1";"neg";"GS";"abstract";"2";"2/men";"32";22;0
"55655";453,874999948312;"sg33rsrnhp";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"3";"3/GS1";"36";23;0
"55659";529,144999978598;"sg33rsrnhp";"one_one";"1";"direct_first";"1";"pos";"GS";"abstract";"1";"1/ma";"46";24;1
"55663";831,735000014305;"sg33rsrnhp";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"2";"2/GS3";"38";25;1
"55667";958,589999994729;"sg33rsrnhp";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"4";"4/GS1";"19";26;0
"55671";757,979999994859;"sg33rsrnhp";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"4";"4/GS2";"13";27;1
"55675";919,670000032056;"sg33rsrnhp";"one_one";"1";"direct_first";"1";"neg";"GS";"abstract";"3";"3/wang";"31";28;1
"55679";598,615000024438;"sg33rsrnhp";"one_one";"1";"direct_first";"1";"pos";"GS";"abstract";"4";"4/lin";"3";29;0
"55683";1263,08000000427;"sg33rsrnhp";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"1";"1/GS3";"30";30;0
"55687";1408,09000004083;"sg33rsrnhp";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"2";"2/GS2";"41";31;0
"55788";4489,74499991164;"sokpp702rx";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSold";"1";"1/CS2";"30";0;1
"55792";2094,00999988429;"sokpp702rx";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"2";"2/CS5";"3";1;0
"55796";2037,75499993935;"sokpp702rx";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"4";"4/CS4";"19";2;1
"55800";1645,55500005372;"sokpp702rx";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"4";"4/CS5";"18";3;0
"55804";2151,16999996826;"sokpp702rx";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"3";"3/CS7";"14";4;0
"55808";1137,74999999441;"sokpp702rx";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"3";"3/CS10";"40";5;1
"55812";1904,66500003822;"sokpp702rx";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"2";"2/CS7";"34";6;0
"55816";996,049999957904;"sokpp702rx";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"1";"1/CS3";"27";7;1
"55820";1494,68000000343;"sokpp702rx";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"1";"1/CS8";"26";8;1
"55824";622,040000045672;"sokpp702rx";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"4";"4/CS7";"39";9;1
"55828";956,169999903068;"sokpp702rx";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"1";"1/CS4";"8";10;1
"55832";487,319999840111;"sokpp702rx";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"4";"4/CS10";"33";11;1
"55836";688,610000070184;"sokpp702rx";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"2";"2/CS1";"45";12;1
"55840";873,399999924004;"sokpp702rx";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"2";"2/CS4";"12";13;0
"55844";350,869999965653;"sokpp702rx";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"4";"4/CS1";"7";14;1
"55848";620,304999873042;"sokpp702rx";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSold";"1";"1/CS1";"17";15;0
"55852";577,560000121593;"sokpp702rx";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSold";"3";"3/CS5";"15";16;1
"55856";1067,72500020452;"sokpp702rx";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSold";"1";"1/CS6";"43";17;0
"55860";909,080000128597;"sokpp702rx";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"2";"2/CS2";"36";18;0
"55864";814,57499996759;"sokpp702rx";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"1";"1/CS5";"21";19;1
"55868";412,405000068247;"sokpp702rx";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"3";"3/CS2";"2";20;1
"55872";535,429999930784;"sokpp702rx";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"3";"3/CS9";"23";21;1
"55876";507,994999876246;"sokpp702rx";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"1";"1/CS10";"41";22;0
"55880";972,779999952763;"sokpp702rx";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"3";"3/CS8";"11";23;1
"55885";1438,10999998823;"sokpp702rx";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSnew";"2";"2/GS2";"46";24;1
"55889";858,705000020564;"sokpp702rx";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSnew";"1";"1/GS3";"24";25;0
"55893";1274,5949998498;"sokpp702rx";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSold";"3";"3/CS4";"31";26;0
"55897";1054,70500001684;"sokpp702rx";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSold";"2";"2/CS9";"38";27;0
"55901";616,519999923185;"sokpp702rx";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSnew";"1";"1/GS2";"32";28;0
"55905";574,935000156984;"sokpp702rx";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSnew";"2";"2/GS3";"48";29;1
"55909";449,034999823198;"sokpp702rx";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSnew";"3";"3/GS3";"28";30;1
"55913";1450,94500016421;"sokpp702rx";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSnew";"3";"3/GS2";"5";31;0
"55917";1589,01500003412;"sokpp702rx";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSnew";"4";"4/GS2";"16";32;0
"55921";1159,01500009932;"sokpp702rx";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSold";"2";"2/CS8";"22";33;1
"55925";1768,34499998949;"sokpp702rx";"many_one";"0";"indirect_first";"0";"neg";"GS";"abstract";"1";"1/ma";"29";34;0
"55929";890,385000035167;"sokpp702rx";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSold";"4";"4/CS2";"10";35;1
"55933";806,00000009872;"sokpp702rx";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSold";"3";"3/CS3";"25";36;1
"55937";615,019999910146;"sokpp702rx";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSold";"4";"4/CS9";"4";37;1
"55941";1228,91000006348;"sokpp702rx";"many_one";"0";"indirect_first";"0";"pos";"GS";"abstract";"4";"4/lin";"44";38;1
"55945";1186,72000011429;"sokpp702rx";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSold";"2";"2/CS10";"20";39;0
"55949";1420,2149999328;"sokpp702rx";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSnew";"4";"4/GS1";"6";40;1
"55953";1247,24500020966;"sokpp702rx";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSnew";"1";"1/GS1";"13";41;0
"55957";959,969999967143;"sokpp702rx";"many_one";"0";"indirect_first";"0";"pos";"GS";"abstract";"3";"3/wang";"1";42;0
"55961";1264,32999991812;"sokpp702rx";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSnew";"2";"2/GS1";"35";43;1
"55965";748,544999863952;"sokpp702rx";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSnew";"3";"3/GS1";"47";44;1
"55969";2175,43499986641;"sokpp702rx";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSnew";"4";"4/GS3";"42";45;0
"55973";1556,34499993175;"sokpp702rx";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSold";"4";"4/CS8";"9";46;0
"55977";887,619999935851;"sokpp702rx";"many_one";"0";"indirect_first";"0";"neg";"GS";"abstract";"2";"2/men";"37";47;0
"56127";2782,17999986373;"sxg0rmlh1f";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSold";"2";"2/CS2";"47";0;1
"56131";3607,68499993719;"sxg0rmlh1f";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSold";"3";"3/CS9";"24";1;1
"56135";3961,22999978252;"sxg0rmlh1f";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSold";"3";"3/CS7";"12";2;1
"56139";1512,14500004426;"sxg0rmlh1f";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSold";"2";"2/CS9";"43";3;0
"56143";1620,43999996968;"sxg0rmlh1f";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSold";"4";"4/CS5";"4";4;0
"56147";947,364999912679;"sxg0rmlh1f";"one_one";"1";"indirect_first";"0";"neg";"CS";"CS";"2";"2/CS6";"35";5;1
"56151";1402,57499995641;"sxg0rmlh1f";"one_one";"1";"indirect_first";"0";"neg";"CS";"CS";"3";"3/CS6";"40";6;0
"56155";1886,03499997407;"sxg0rmlh1f";"one_one";"1";"indirect_first";"0";"pos";"CS";"CS";"4";"4/CS2";"11";7;1
"56159";1311,47999991663;"sxg0rmlh1f";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSold";"1";"1/CS1";"17";8;1
"56163";913,350000046194;"sxg0rmlh1f";"one_one";"1";"indirect_first";"0";"pos";"CS";"CS";"1";"1/CS3";"9";9;1
"56167";3669,35500013642;"sxg0rmlh1f";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSold";"1";"1/CS8";"18";10;1
"56171";1203,08499992825;"sxg0rmlh1f";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSold";"3";"3/CS2";"3";11;0
"56175";1102,76999999769;"sxg0rmlh1f";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSold";"4";"4/CS7";"26";12;0
"56179";1511,69499987736;"sxg0rmlh1f";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSold";"4";"4/CS3";"7";13;1
"56183";1747,48000013642;"sxg0rmlh1f";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSold";"1";"1/CS10";"36";14;1
"56187";983,82500000298;"sxg0rmlh1f";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSold";"2";"2/CS7";"16";15;1
"56192";1008,40499997139;"sxg0rmlh1f";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSnew";"1";"1/GS1";"48";16;0
"56196";2173,94000012428;"sxg0rmlh1f";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSnew";"2";"2/GS2";"32";17;1
"56200";795,700000133365;"sxg0rmlh1f";"one_one";"1";"indirect_first";"0";"pos";"GS";"abstract";"4";"4/lin";"28";18;1
"56204";2361,49999988265;"sxg0rmlh1f";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSnew";"1";"1/GS2";"2";19;0
"56208";1104,58999988623;"sxg0rmlh1f";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSnew";"3";"3/GS2";"25";20;0
"56212";1799,28499995731;"sxg0rmlh1f";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSnew";"3";"3/GS3";"13";21;0
"56216";1353,3349998761;"sxg0rmlh1f";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSnew";"2";"2/GS3";"44";22;1
"56220";1113,28499997035;"sxg0rmlh1f";"one_one";"1";"indirect_first";"0";"neg";"GS";"abstract";"2";"2/men";"27";23;1
"56224";1131,85999984853;"sxg0rmlh1f";"one_one";"1";"indirect_first";"0";"pos";"GS";"abstract";"1";"1/ma";"6";24;1
"56228";947,129999985918;"sxg0rmlh1f";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSnew";"4";"4/GS3";"37";25;0
"56232";1723,03500003181;"sxg0rmlh1f";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSnew";"4";"4/GS2";"20";26;1
"56236";763,569999951869;"sxg0rmlh1f";"one_one";"1";"indirect_first";"0";"neg";"GS";"abstract";"3";"3/wang";"46";27;0
"56240";4344,62999994867;"sxg0rmlh1f";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSnew";"4";"4/GS1";"45";28;1
"56244";1304,23999996856;"sxg0rmlh1f";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSnew";"1";"1/GS3";"34";29;0
"56248";903,244999935851;"sxg0rmlh1f";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSnew";"2";"2/GS1";"31";30;1
"56252";1166,45999997854;"sxg0rmlh1f";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSnew";"3";"3/GS1";"23";31;0
"56645";5791;"szemrlvd8k";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"1";"1/CS9";"12";0;0
"56649";4562;"szemrlvd8k";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"1";"1/CS2";"8";1;0
"56653";1211;"szemrlvd8k";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"4";"4/CS4";"17";2;1
"56657";449;"szemrlvd8k";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"2";"2/CS9";"40";3;1
"56661";419;"szemrlvd8k";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"4";"4/CS8";"13";4;1
"56665";371;"szemrlvd8k";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"3";"3/CS1";"39";5;0
"56669";379;"szemrlvd8k";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"3";"3/CS9";"28";6;0
"56673";257;"szemrlvd8k";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"2";"2/CS6";"41";7;1
"56677";861;"szemrlvd8k";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSold";"2";"2/CS1";"33";8;0
"56681";397;"szemrlvd8k";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"1";"1/CS7";"1";9;1
"56685";799;"szemrlvd8k";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"4";"4/CS10";"22";10;1
"56689";536;"szemrlvd8k";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"2";"2/CS8";"20";11;0
"56693";1231;"szemrlvd8k";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"4";"4/CS7";"27";12;1
"56697";799;"szemrlvd8k";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSold";"3";"3/CS7";"9";13;0
"56701";871;"szemrlvd8k";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"2";"2/CS7";"25";14;0
"56705";1167;"szemrlvd8k";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"1";"1/CS10";"30";15;0
"56709";620;"szemrlvd8k";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"4";"4/CS9";"34";16;1
"56713";780;"szemrlvd8k";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSold";"3";"3/CS4";"24";17;0
"56717";562;"szemrlvd8k";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"2";"2/CS4";"36";18;0
"56721";532;"szemrlvd8k";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"3";"3/CS3";"32";19;0
"56725";465;"szemrlvd8k";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSold";"3";"3/CS6";"2";20;0
"56729";448;"szemrlvd8k";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"3";"3/CS2";"35";21;0
"56733";2591;"szemrlvd8k";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"1";"1/CS4";"29";22;0
"56737";538;"szemrlvd8k";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"3";"3/CS8";"3";23;0
"56742";687;"szemrlvd8k";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSnew";"2";"2/GS2";"38";24;1
"56746";1652;"szemrlvd8k";"many_one";"0";"indirect_first";"0";"neg";"GS";"abstract";"3";"3/wang";"23";25;1
"56750";662;"szemrlvd8k";"many_one";"0";"indirect_first";"0";"pos";"GS";"abstract";"2";"2/men";"26";26;0
"56754";461;"szemrlvd8k";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSnew";"3";"3/GS3";"44";27;0
"56758";1184;"szemrlvd8k";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSold";"1";"1/CS3";"31";28;0
"56762";452;"szemrlvd8k";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSnew";"4";"4/GS1";"37";29;1
"56766";577;"szemrlvd8k";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSnew";"1";"1/GS2";"42";30;1
"56770";512;"szemrlvd8k";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSnew";"1";"1/GS3";"5";31;0
"56774";625;"szemrlvd8k";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSnew";"2";"2/GS1";"6";32;1
"56778";534;"szemrlvd8k";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSnew";"2";"2/GS3";"18";33;1
"56782";505;"szemrlvd8k";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSold";"2";"2/CS2";"21";34;0
"56786";674;"szemrlvd8k";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSold";"1";"1/CS6";"7";35;1
"56790";846;"szemrlvd8k";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSnew";"4";"4/GS3";"15";36;1
"56794";747;"szemrlvd8k";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSold";"2";"2/CS10";"46";37;0
"56798";405;"szemrlvd8k";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSnew";"4";"4/GS2";"19";38;1
"56802";356;"szemrlvd8k";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSold";"4";"4/CS3";"16";39;1
"56806";470;"szemrlvd8k";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSold";"4";"4/CS6";"45";40;1
"56810";548;"szemrlvd8k";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSnew";"3";"3/GS1";"11";41;0
"56814";434;"szemrlvd8k";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSnew";"1";"1/GS1";"4";42;1
"56818";846;"szemrlvd8k";"many_one";"0";"indirect_first";"0";"pos";"GS";"abstract";"4";"4/lin";"14";43;1
"56822";502;"szemrlvd8k";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSnew";"3";"3/GS2";"43";44;0
"56826";946;"szemrlvd8k";"many_one";"0";"indirect_first";"0";"neg";"GS";"abstract";"1";"1/ma";"47";45;1
"56830";717;"szemrlvd8k";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSold";"1";"1/CS1";"48";46;0
"56834";452;"szemrlvd8k";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSold";"4";"4/CS2";"10";47;1
"57033";6034,82499998063;"t5jlt0xu6m";"many_one";"0";"direct_first";"1";"neg";"GS";"GSold";"1";"1/CS5";"20";0;0
"57037";3154,09499988891;"t5jlt0xu6m";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"2";"2/CS2";"37";1;1
"57041";920,330000109971;"t5jlt0xu6m";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"1";"1/CS3";"12";2;0
"57045";1098,62000006251;"t5jlt0xu6m";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"1";"1/CS6";"23";3;1
"57049";1574,03500005603;"t5jlt0xu6m";"many_one";"0";"direct_first";"1";"neg";"GS";"GSold";"1";"1/CS1";"31";4;0
"57053";1352,07999986596;"t5jlt0xu6m";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"3";"3/CS9";"11";5;1
"57057";922,84999997355;"t5jlt0xu6m";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"4";"4/CS7";"35";6;1
"57061";1148,29499996267;"t5jlt0xu6m";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"1";"1/CS4";"4";7;0
"57065";764,314999803901;"t5jlt0xu6m";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"4";"4/CS6";"13";8;1
"57069";895,620000082999;"t5jlt0xu6m";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"1";"1/CS7";"48";9;0
"57073";646,339999977499;"t5jlt0xu6m";"many_one";"0";"direct_first";"1";"pos";"GS";"GSold";"3";"3/CS10";"39";10;1
"57077";787,285000085831;"t5jlt0xu6m";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"4";"4/CS5";"33";11;1
"57081";755,714999977499;"t5jlt0xu6m";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"1";"1/CS9";"7";12;1
"57085";697,864999994636;"t5jlt0xu6m";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"3";"3/CS4";"3";13;0
"57089";620,055000064895;"t5jlt0xu6m";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"2";"2/CS7";"38";14;1
"57093";888,514999998733;"t5jlt0xu6m";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"4";"4/CS10";"14";15;1
"57097";589,290000032634;"t5jlt0xu6m";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"3";"3/CS5";"18";16;0
"57101";778,269999893382;"t5jlt0xu6m";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"4";"4/CS1";"47";17;1
"57105";485,944999847561;"t5jlt0xu6m";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"2";"2/CS5";"22";18;1
"57109";812,799999956042;"t5jlt0xu6m";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"3";"3/CS8";"6";19;1
